BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93057.0567109 cm-1
	ZPE2 - ZPE1    :     -690.9218789 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
-1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  6.854152e-01  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00 -6.098370e-01 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  7.827526e-01
 6.296432e-01 -2.022046e-01 -4.639495e-02  1.000000e+00 -1.560804e-01  4.977408e-01 -3.828087e-03 -6.794933e-02  9.819875e-02  1.266835e-01
 3.568752e-01  6.424070e-03  1.401191e-03 -1.468856e-01 -1.221209e-02  1.703272e-01  1.000000e+00  7.171897e-02 -5.031463e-02 -9.586497e-02
-1.477113e-01 -1.385889e-01 -1.000000e+00  1.000000e+00 -2.715189e-02 -2.938445e-02 
  MODE       2
 1.000000e+00 -1.000000e+00  6.013649e-01  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  9.383123e-01 -1.000000e+00  1.000000e+00  1.000000e+00
-1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00
-1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  4.115197e-01 -8.204972e-01 -1.000000e+00  1.000000e+00 -5.218607e-01
 1.000000e+00 -1.000000e+00  1.000000e+00  5.955940e-01  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  4.635234e-01  1.000000e+00  1.000000e+00 -7.591156e-01  1.000000e+00  1.000000e+00
-1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00 -1.000000e+00 -6.923132e-01  1.000000e+00  3.729444e-01  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00 -1.000000e+00  5.608593e-01 -1.000000e+00 -1.000000e+00 -1.000000e+00 -3.457559e-01  1.000000e+00  1.000000e+00
-6.154590e-01  9.579860e-02 -5.488788e-02 -1.000000e+00 -6.319366e-01  7.042575e-01 -1.005421e-01 -4.938504e-02 -6.677461e-02 -4.011481e-03
 4.355231e-02  1.609292e-03 -2.493940e-04  5.167942e-02  1.723272e-01 -1.000000e+00 -4.686140e-01  9.604472e-02  4.356148e-03 -7.255561e-03
-1.424409e-01 -1.021068e-01  1.000000e+00  4.610164e-01  5.397738e-03 -4.118684e-03 
  MODE       3
 1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00
 1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  8.854444e-01  1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  7.441419e-01 -1.000000e+00  2.524577e-01 -1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00
-1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00 -4.898849e-01  1.000000e+00 -1.000000e+00  1.000000e+00 -4.046724e-02 -7.173782e-01  1.000000e+00  1.000000e+00
 1.000000e+00  6.774091e-02  1.475391e-02 -1.000000e+00 -1.285507e-01  1.000000e+00  1.000000e+00  7.562310e-01 -5.304443e-01 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -2.861988e-01 -3.097831e-01 
  MODE       4
 5.846411e-02  1.365191e-01 -6.083954e-03  2.567279e-01  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  2.720125e-01 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -9.399156e-02  5.439539e-01 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -7.359651e-01 -1.000000e+00  4.872602e-01 -1.333439e-01  3.490929e-03 -1.000000e+00  1.000000e+00  1.000000e+00
-1.053443e-01 -1.000000e+00  2.267576e-01  1.000000e+00  1.000000e+00  1.000000e+00 -3.513325e-02  1.000000e+00  1.032890e-01  1.574258e-01
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  5.059651e-01  6.900355e-02 -1.000000e+00
 8.398179e-01 -1.000000e+00  1.692495e-02  1.000000e+00 -9.957067e-03  1.000000e+00  1.000000e+00 -4.608774e-01  2.798172e-01 -1.000000e+00
 1.000000e+00 -1.438036e-02 -5.353427e-03 -6.470868e-02 -1.292341e-02 -1.000000e+00  1.000000e+00 -8.580785e-03  1.000000e+00 -2.312360e-01
-8.947911e-01 -6.134035e-01 -1.000000e+00 -1.498366e-01 -4.135785e-03  1.707803e-03 -1.094036e-02 -6.186891e-04 -8.131001e-02 -5.208791e-02
-5.706687e-02 -5.413152e-01 -3.643749e-01  4.886804e-02  1.313570e-01  1.169493e-01 -5.483765e-01 -1.660585e-01 -1.000000e+00 -1.000000e+00
 2.975178e-01  5.880641e-02 -3.830455e-01  3.181939e-02  4.149364e-02  2.477021e-01 -1.439648e-01 -7.080883e-02 -2.847624e-01  6.341732e-01
-5.234832e-01  1.566144e-01 -2.017665e-01 -1.924125e-01  1.000000e+00  1.000000e+00  1.000000e+00  1.907401e-01 -1.986672e-01 -8.573563e-01
 1.000000e+00  9.357188e-03  6.105617e-01 -5.762355e-02 -2.629023e-01  1.799485e-02  6.224100e-01  6.431627e-02 -1.000000e+00  1.000000e+00
-5.594372e-01 -1.549673e-01 -1.737208e-01 -1.143884e-02 -2.519179e-01 -3.027753e-01  1.274710e-01 -3.406637e-02 -1.000000e+00  9.329003e-02
 1.176710e-02 -3.859274e-03 -4.341022e-03  6.973514e-02 -3.489683e-03  1.380858e-02 -1.426311e-04 -1.673905e-03  1.858734e-03  2.476336e-03
 1.529591e-03  1.203933e-04  1.288539e-04  2.648496e-03 -1.195395e-04  2.741664e-03  6.720721e-02  1.456352e-03 -9.757290e-04 -1.840493e-03
-2.497840e-03 -2.630755e-03 -7.205161e-02  1.325770e-01 -5.221627e-04 -5.875444e-04 
  MODE       5
-1.733586e-03  6.871834e-02  1.127175e-03 -1.979275e-02  9.141944e-01 -1.183372e-01 -1.201854e-01 -1.197919e-01 -6.427637e-02  3.253775e-01
 2.067692e-01  6.406798e-01  2.746433e-01  1.926994e-01  7.438016e-03  8.936339e-03  7.605402e-02  7.324789e-02 -2.219619e-01  1.240765e-01
 8.263974e-02  2.151338e-01  4.855353e-02  9.543433e-01 -3.360054e-02  1.151861e-02 -3.069008e-04  1.000000e+00 -3.524437e-01 -3.209999e-01
 9.339783e-03  2.352269e-01 -2.687721e-01 -1.000000e+00 -6.717882e-01 -1.000000e+00  1.893716e-01 -1.000000e+00 -2.254790e-01 -2.296636e-01
 4.388093e-01  8.333799e-01  3.029679e-01 -1.000000e+00  1.936378e-01  2.399029e-01  3.983859e-01 -3.997035e-02 -3.479734e-02  3.751536e-01
-6.103020e-02  1.746790e-01 -6.637429e-03 -1.285924e-01  1.003886e-02 -3.202353e-01 -7.558557e-01 -3.647434e-02 -2.199596e-02  1.286809e-01
-1.479643e-01  8.181752e-03  2.778114e-03  5.516007e-03  6.591520e-03  1.008732e-01 -1.279392e-01  2.994420e-03 -3.599077e-01 -1.576528e-02
 7.710418e-02  5.102453e-02  2.281413e-01  1.268268e-02  1.693615e-03 -1.621392e-04  9.445333e-04  2.984385e-04  6.315032e-03  4.033808e-03
-3.612199e-04  4.999449e-02  2.583718e-02 -4.083333e-03 -1.003204e-02 -8.919741e-03  4.324831e-02  1.234328e-02  1.684910e-01  2.454562e-01
-1.724372e-02 -2.900364e-02  3.022137e-02 -3.380550e-03 -3.126496e-03 -1.984431e-02  8.726936e-03  5.549064e-03  2.186773e-02 -4.947393e-02
 4.087763e-02 -4.017213e-02  2.423144e-02 -4.165782e-04 -5.270466e-01 -3.095603e-01 -8.668960e-02 -4.804813e-04  1.679073e-02  5.725605e-02
-9.200694e-02 -3.115599e-03 -4.838529e-02  4.840669e-03  2.171936e-02 -1.062562e-03 -4.868130e-02 -1.144821e-02  2.130172e-01 -3.212545e-01
 5.070707e-02  1.146501e-02  1.297662e-02 -3.518118e-04  1.912770e-02  2.102080e-02 -1.729275e-02  2.371739e-03  3.691051e-01 -2.349066e-02
-5.614323e-04 -1.067452e-03  7.056529e-05 -7.414553e-03 -2.111518e-03 -8.587768e-04 -2.234133e-03  1.140272e-04  1.500740e-03  8.457289e-03
-5.110187e-04 -8.078961e-06 -2.892603e-06  2.147836e-04  1.853711e-03  6.649995e-04 -4.899019e-03  2.590363e-03 -9.301051e-05  1.173416e-04
 2.513014e-04  2.294144e-04  5.318908e-03 -1.047818e-02  2.092129e-04  4.856166e-05 
  MODE       6
 6.930481e-03 -1.168001e-02 -7.247557e-03  5.915255e-03 -8.650686e-02  8.867723e-01 -1.125984e-02  6.148393e-02  2.707447e-01  4.582680e-01
-2.488424e-01 -1.197728e-01 -3.553868e-01  2.120764e-01 -2.051875e-03 -6.949840e-01  9.041951e-02  2.039409e-01  1.670545e-01 -2.085743e-01
-1.801867e-02 -1.000000e+00  6.670956e-02 -1.000000e+00 -5.384544e-02 -1.499190e-02  1.399798e-04 -1.000000e+00  4.613947e-02  4.304192e-01
-1.155124e-02  2.605614e-01  1.000000e+00 -1.000000e+00  1.282664e-01  1.000000e+00 -1.000000e+00  3.249418e-01  1.000000e+00  1.000000e+00
 4.850849e-01 -1.678220e-01  3.448919e-01  1.000000e+00 -3.604501e-02  2.664770e-01 -7.780938e-02  8.218279e-03  3.453488e-01  4.147750e-01
-2.034313e-01 -2.118002e-01  5.437178e-02  1.718983e-01 -9.427246e-02  4.270855e-01  8.755874e-01  1.000000e+00  4.860131e-03  1.302580e-01
 3.122807e-02 -8.118941e-02 -2.704163e-02 -7.467181e-03 -6.422960e-02  1.048554e-01  1.759747e-01 -3.514978e-02  4.296317e-01  5.256421e-01
 7.439419e-02 -7.081196e-02 -4.957740e-02 -1.727616e-02 -1.812694e-02 -7.924918e-05 -1.461016e-03 -4.430426e-03  6.849609e-03 -8.557828e-04
 7.101911e-02 -7.627186e-02  3.058836e-02  1.001092e-03  2.168866e-03 -9.870467e-03 -9.372474e-03 -2.618130e-03  1.753806e-01 -5.436570e-02
-2.584269e-02 -4.654560e-03 -6.841155e-03 -2.298926e-03  7.754509e-04  4.617688e-03  1.214209e-02 -1.255830e-03  2.411197e-02  1.138927e-02
-9.197805e-03 -1.201146e-02  1.725615e-02  1.596294e-02  8.686631e-02 -3.630147e-01  2.138927e-02 -1.780981e-02 -4.840702e-03  6.639990e-02
 1.841126e-02  1.805256e-03 -5.245423e-02 -1.144505e-03  2.272061e-02  6.559807e-04  1.054231e-02 -4.954851e-03  2.326463e-01  6.448858e-02
 4.918242e-02 -2.657410e-03 -3.164898e-03  1.029025e-03 -4.625231e-03 -4.642608e-03 -1.048750e-02 -5.749043e-04  8.184659e-02  2.123625e-01
-1.080268e-03  2.018772e-04 -9.869720e-05 -6.138796e-03 -8.250752e-04  1.232099e-03 -1.225644e-04 -9.516573e-05 -1.323333e-04 -5.338112e-05
 6.933123e-05 -9.746870e-07  2.286328e-07  1.090893e-04  2.210716e-04 -3.195761e-03 -9.633526e-04  8.880036e-05  3.685395e-05 -4.652072e-06
-2.767934e-04 -2.003848e-04  6.659703e-03  5.041327e-04  2.132988e-05 -5.107179e-06 
  MODE       7
-8.088867e-01  1.000000e+00  8.627146e-02 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -4.108828e-02  1.000000e+00 -1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  8.605520e-01  1.000000e+00
-1.000000e+00  1.000000e+00  1.163068e-01 -1.000000e+00 -4.357478e-01 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
-1.000000e+00 -2.346599e-01 -7.218328e-02  8.524433e-01 -1.744979e-01  1.000000e+00 -1.000000e+00 -2.229563e-02 -1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -2.773104e-02 -1.877238e-02  1.419548e-01 -6.371612e-03  1.000000e+00  6.906458e-01
 1.000000e+00  1.000000e+00  1.000000e+00 -6.965031e-01 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00
-1.000000e+00 -8.309505e-01  1.000000e+00 -4.471994e-01 -5.431391e-01 -1.000000e+00  1.000000e+00  9.489794e-01  1.000000e+00 -1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00
-1.000000e+00 -5.249937e-01 -1.000000e+00  8.273481e-01  1.000000e+00 -1.823480e-01 -1.000000e+00 -9.079265e-01  1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00  1.622432e-01  1.000000e+00  1.000000e+00 -1.000000e+00  4.044735e-01  1.000000e+00 -2.113422e-01
-1.674892e-01  5.379810e-02  1.234005e-02 -9.895442e-01  4.149424e-02 -1.324580e-01  1.024830e-03  1.809242e-02 -2.612468e-02 -3.370416e-02
-9.494009e-02 -1.708973e-03 -3.725319e-04  3.905285e-02  3.242035e-03 -4.526081e-02 -9.410750e-01 -1.908642e-02  1.338556e-02  2.550177e-02
 3.932306e-02  3.688448e-02  1.000000e+00 -1.000000e+00  7.223000e-03  7.817616e-03 
  MODE       8
-1.156474e-02  2.423801e-02  9.354280e-03 -1.151311e-02  1.438117e-01  1.456843e-01  1.414497e-02  9.248325e-01 -4.693961e-01 -7.755371e-01
 4.564489e-01  2.470454e-01  6.233366e-01 -3.550954e-01  3.609583e-03  1.000000e+00 -1.523271e-01 -2.787965e-01 -2.920671e-01  3.666972e-01
 3.731521e-02  1.000000e+00 -1.130928e-01  1.000000e+00  9.343053e-02  2.613865e-02 -3.777105e-03  1.000000e+00 -9.956170e-02 -7.528088e-01
 2.027376e-02 -4.359402e-01 -1.000000e+00  1.000000e+00 -2.653277e-01 -1.000000e+00  1.000000e+00 -6.702903e-01 -1.000000e+00 -1.000000e+00
-8.140709e-01  3.459129e-01 -5.791380e-01 -1.000000e+00  7.443134e-02 -4.461632e-01  1.603128e-01 -1.696361e-02 -5.351028e-01 -6.971810e-01
 3.495809e-01  3.744324e-01 -8.498573e-02 -3.004940e-01  1.575991e-01 -7.468804e-01 -1.000000e+00 -1.000000e+00 -9.953247e-03 -2.193696e-01
-6.412467e-02  1.235339e-01  4.019504e-02  1.307480e-02  1.004772e-01 -1.768110e-01 -3.072253e-01  4.591232e-02 -7.559218e-01 -8.813555e-01
-1.254754e-01  1.236014e-01  1.013475e-01  3.019287e-02  2.294356e-02 -1.647991e-03  2.642236e-03  6.263120e-03 -1.159961e-02  1.748967e-03
-1.141004e-01  1.322264e-01 -5.180425e-02 -1.983482e-03 -4.457569e-03  1.676907e-02  1.916801e-02  5.385309e-03 -2.927588e-01  1.103231e-01
 4.390553e-02  7.874243e-03  1.387703e-02  3.830919e-03 -1.543617e-03 -9.342236e-03 -2.050680e-02  2.538075e-03 -4.079328e-02 -2.305467e-02
 1.865675e-02  2.001323e-02 -2.932838e-02 -2.694995e-02 -1.857047e-01  6.096764e-01 -4.291411e-02  3.070103e-02  9.491542e-03 -1.108696e-01
-3.783659e-02 -3.297139e-03  8.899850e-02  2.320360e-03 -3.855557e-02 -1.206047e-03 -2.153957e-02  8.128353e-03 -3.900603e-01 -1.329963e-01
-8.374657e-02  5.353184e-03  6.338895e-03 -1.774124e-03  9.307577e-03  9.503054e-03  1.759073e-02  1.151402e-03 -1.175054e-01 -3.701310e-01
 1.958697e-03 -2.883430e-04  1.721603e-04  1.045228e-02  2.155865e-03 -2.297050e-03  3.389949e-04  1.572890e-04  2.080578e-04 -8.212633e-06
-1.513124e-04 -6.274706e-06  1.271823e-06 -1.564534e-04 -5.759603e-04  5.618436e-03  1.384800e-03 -3.317045e-04 -4.340064e-06  2.770118e-05
 4.519455e-04  3.230548e-04 -1.068083e-02 -1.721858e-03 -1.294949e-05  1.471119e-05 
  MODE       9
-1.784735e-01  1.000000e+00  1.978042e-02 -8.042695e-01 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  4.333920e-01  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  2.922604e-01 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  4.060881e-01 -9.518196e-03  1.000000e+00 -1.000000e+00 -1.000000e+00
 3.198798e-01  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  2.004660e-01  1.000000e+00
-1.000000e+00  1.000000e+00  2.717706e-02 -1.000000e+00 -1.011228e-01 -1.000000e+00 -1.000000e+00  1.000000e+00 -8.683328e-01  1.000000e+00
-1.000000e+00 -5.461267e-02 -1.680745e-02  1.975050e-01 -4.060061e-02  1.000000e+00 -1.000000e+00 -5.300788e-03 -1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00  4.521609e-01 -6.466002e-03 -4.341531e-03  3.332212e-02 -1.485361e-03  2.660257e-01  1.595699e-01
 2.504102e-01  1.000000e+00  1.000000e+00 -1.609535e-01 -3.969180e-01 -3.826560e-01  1.000000e+00  4.887821e-01  1.000000e+00  1.000000e+00
-9.746716e-01 -1.919659e-01  1.000000e+00 -1.033163e-01 -1.254887e-01 -7.839072e-01  4.710445e-01  2.192642e-01  9.318991e-01 -1.000000e+00
 1.000000e+00 -5.104426e-01  6.606206e-01  6.291288e-01 -1.000000e+00 -1.000000e+00 -1.000000e+00 -6.272907e-01  6.637293e-01  1.000000e+00
-1.000000e+00 -1.214123e-01 -1.000000e+00  1.911418e-01  8.609211e-01 -4.216132e-02 -1.000000e+00 -2.097505e-01  1.000000e+00 -1.000000e+00
 1.000000e+00  4.525327e-01  5.125471e-01  3.745769e-02  7.551102e-01  8.312498e-01 -4.165741e-01  9.345681e-02  1.000000e+00 -4.950103e-02
-3.869480e-02  1.241976e-02  2.869728e-03 -2.286023e-01  9.645740e-03 -3.085012e-02  2.359935e-04  4.199151e-03 -6.035806e-03 -7.787763e-03
-2.192798e-02 -3.958013e-04 -8.631176e-05  8.992059e-03  7.507603e-04 -1.044094e-02 -2.174359e-01 -4.407819e-03  3.092789e-03  5.889123e-03
 9.140178e-03  8.563564e-03  2.359939e-01 -4.196701e-01  1.667621e-03  1.805463e-03 
  MODE      10
 2.321645e-04 -6.845281e-03 -8.830152e-05  2.010645e-03  4.849596e-04  1.176939e-02  1.212247e-02  1.181442e-02  5.921116e-03  9.398925e-01
 2.246174e-01 -6.382847e-02 -2.716135e-02 -4.063558e-02 -8.111082e-04 -3.426317e-04 -8.696871e-03 -7.545310e-03  2.300932e-02 -1.171284e-02
-8.228890e-03 -2.026493e-02 -6.460803e-03 -9.410097e-02  6.415477e-03 -1.137732e-03  1.855657e-05 -1.977034e-01  3.510266e-02  3.192233e-02
-9.291015e-04 -2.496465e-02  2.427037e-02  1.155745e-01  6.693166e-02  1.672695e-01 -1.694973e-02  1.649173e-01  2.022396e-02  2.069865e-02
-4.786072e-02 -8.302697e-02 -3.410983e-02  2.227147e-01 -1.929010e-02 -2.684414e-02 -3.969285e-02  3.985107e-03  3.250366e-03 -4.192359e-02
 6.154442e-03 -1.699285e-02  5.987462e-04  1.281839e-02 -8.946978e-04  3.192718e-02  7.423469e-02  2.820757e-03  2.181946e-03 -9.340654e-03
 1.474147e-02 -7.563368e-04 -2.590117e-04 -5.601116e-04 -5.965459e-04 -9.720567e-03  1.279451e-02 -2.931969e-04  3.535406e-02  1.196512e-03
-4.791935e-03 -5.110947e-03 -2.272783e-02 -1.266431e-03 -1.542898e-04  7.302473e-06 -1.015424e-04 -2.739040e-05 -1.157144e-03 -4.028338e-04
-1.298719e-05 -4.922193e-03 -1.065155e-02  4.053785e-04  1.001465e-03  3.600244e-03 -4.309539e-03 -1.236140e-03 -1.963045e-02 -2.434850e-02
 1.007535e-03 -1.030149e-02 -3.007435e-03  3.778492e-04  3.091938e-04  1.975158e-03 -5.406273e-03 -5.519303e-04 -6.959300e-03  4.928857e-03
-4.064250e-03 -1.353039e-02  9.238229e-03 -1.333978e-02  5.263633e-02  3.475926e-02  8.717970e-03  1.549953e-02 -1.675665e-03 -6.674715e-03
 9.153560e-03  3.113783e-04  7.613059e-03 -4.753165e-04  5.864623e-03  1.065105e-04  4.844315e-03  3.144918e-03 -2.468776e-02  3.196618e-02
-7.237300e-03 -1.141201e-03 -1.287405e-03  1.195749e-05 -1.905222e-03 -2.091495e-03 -4.118725e-03 -2.324057e-04 -3.864113e-02 -2.116690e-04
 1.908065e-03 -1.295975e-03 -4.762807e-06 -8.248330e-04 -3.410984e-04  9.784557e-05 -1.838608e-03 -9.770417e-06 -1.522218e-04  6.133207e-03
