BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93273.3384473 cm-1
	ZPE2 - ZPE1    :     -474.6401425 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  4.814997e-01  8.662437e-01 -1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  9.729900e-01  1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -5.452251e-01 -1.000000e+00
-1.000000e+00  1.701498e-03 -1.000000e+00  8.023033e-01 -1.000000e+00 -7.373749e-01 -1.000000e+00  3.516909e-01 -1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  8.533413e-02 -8.766947e-01  1.691235e-01  6.622699e-02 -4.388165e-01 -1.639298e-01
 1.000000e+00 -1.000000e+00  1.000000e+00  2.022387e-01  3.958622e-01  1.000000e+00  1.000000e+00 -7.513189e-02  1.000000e+00 -1.000000e+00
-1.000000e+00 -3.065317e-01  2.319257e-01  2.023291e-01  3.841886e-01 -4.791985e-01 -1.000000e+00  2.342347e-01 -1.000000e+00 -1.000000e+00
-1.000000e+00  3.654691e-01 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  7.192578e-01 -1.000000e+00  1.000000e+00
-1.000000e+00 -2.893730e-01 -1.000000e+00 -1.000000e+00 -1.000000e+00 -3.517490e-01 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00 -2.781294e-01 -3.546063e-01  2.243843e-01 -6.678145e-01  3.989668e-01  8.076944e-01  3.388194e-01  1.000000e+00  1.000000e+00
 4.468179e-02  7.443540e-01  1.377518e-02  5.206133e-01  1.244334e-01 -2.717649e-02  3.698252e-02  3.761877e-02  1.810233e-03  7.261343e-04
 7.036113e-02 -2.600227e-02 -4.583007e-02 -4.090503e-01 -1.846775e-01 -5.967716e-02 -8.504491e-02  1.460936e-02  1.972791e-03  7.902439e-02
-9.226618e-01  5.199395e-01 -1.224065e-01  3.717496e-04  2.060734e-02 -8.855574e-02 
  MODE       2
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00
-1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  9.761998e-01  6.056423e-01
-1.000000e+00  1.000000e+00 -1.000000e+00 -8.351633e-01 -1.000000e+00 -1.000000e+00 -1.000000e+00  2.623746e-01 -1.000000e+00  1.000000e+00
 1.000000e+00  6.150098e-01 -1.000000e+00 -8.123116e-01 -8.704048e-01  1.000000e+00  1.000000e+00 -8.962520e-01  1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00
 1.000000e+00  8.103894e-01  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00  1.000000e+00  1.000000e+00 -4.140192e-01  1.000000e+00 -8.825247e-01 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00
-2.034578e-01 -1.000000e+00 -1.751097e-01 -1.000000e+00 -2.612686e-01  5.674300e-02 -1.443251e-01 -1.094849e-01 -1.493441e-03 -5.624144e-03
-1.969779e-01  7.063592e-02  1.911135e-01  8.518566e-01  8.564506e-01  2.341232e-01  2.759089e-01 -5.708395e-02 -3.794885e-03 -2.620483e-01
 1.000000e+00 -1.000000e+00  3.505668e-01 -8.677727e-03 -5.614083e-02  2.459040e-01 
  MODE       3
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00
-1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00
-1.000000e+00  2.207814e-02 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00
 1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  9.012347e-01 -1.000000e+00  1.000000e+00  6.976562e-01 -1.000000e+00 -1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -7.929584e-01  1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00
-1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00
 4.716467e-01  1.000000e+00  1.442840e-01  1.000000e+00  1.000000e+00 -2.883264e-01  3.907001e-01  3.974813e-01  1.907339e-02  7.671444e-03
 7.423258e-01 -2.743712e-01 -4.834383e-01 -1.000000e+00 -1.000000e+00 -6.303973e-01 -8.981670e-01  1.542792e-01  2.072541e-02  8.342631e-01
-1.000000e+00  1.000000e+00 -1.000000e+00  4.056517e-03  2.179016e-01 -9.359058e-01 
  MODE       4
 4.603313e-01  1.000000e+00  2.211997e-02 -1.631228e-01 -1.657926e-01  6.305146e-02 -1.000000e+00  1.308513e-02  1.000000e+00 -9.565749e-02
-8.023770e-01  5.861503e-01 -2.308419e-01 -4.566725e-01  3.369543e-03 -1.708250e-01  1.925801e-01  3.129461e-01 -1.000000e+00  1.000000e+00
 6.217888e-02 -1.643851e-01  1.000000e+00  1.000000e+00 -1.968815e-01  6.710618e-03  1.394616e-02 -1.000000e+00  2.717921e-01 -1.000000e+00
-6.977524e-01  3.527504e-01 -3.964803e-01  5.581033e-01  1.000000e+00 -3.178334e-01 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00
-1.000000e+00 -7.076660e-01 -7.068857e-01  1.000000e+00 -8.562746e-02  4.341589e-01 -6.553485e-01 -4.091782e-01  1.013734e-02  8.604209e-01
 1.000000e+00 -1.000000e+00  5.533299e-02  3.306990e-02  2.262354e-01  1.000000e+00  1.000000e+00  1.000000e+00 -2.247916e-03 -2.618437e-01
-1.326179e-01  2.679276e-03 -4.146600e-02 -1.399024e-02 -2.217263e-01  1.761245e-02 -1.000000e+00 -8.475235e-03 -9.424840e-01 -1.000000e+00
 1.701385e-01  1.802534e-01 -5.236811e-01 -1.025661e-01  9.504437e-04 -1.796387e-02 -3.595080e-03  2.586704e-04 -9.144083e-03 -1.108867e-03
 4.448949e-02 -1.371187e-01  5.497230e-02 -4.017479e-03  1.002668e-02  2.625804e-02  2.709858e-02 -1.949878e-02  3.797504e-01 -2.235253e-01
-5.114913e-02 -6.342742e-03  6.631147e-03  4.333441e-03  8.014639e-03 -1.467197e-02 -3.425514e-02  3.617684e-03 -4.531205e-02 -2.222627e-02
-2.165321e-02  7.784689e-03 -6.732768e-02 -4.265572e-02  1.724074e-01 -7.911725e-01 -4.094004e-01  1.517568e-02 -5.923358e-02  9.812638e-02
-1.642669e-02 -3.014888e-02 -1.384365e-01 -1.164263e-02 -2.644068e-02 -1.216061e-02 -5.698195e-03  5.045225e-01 -2.796386e-01  2.463386e-02
 5.507104e-02  1.663145e-02  5.791292e-03  4.604955e-03 -1.494165e-02  8.316346e-03 -3.130510e-02 -1.742743e-02  4.496417e-01  2.855089e-01
 1.012023e-03  1.552041e-02 -7.368406e-03  1.087931e-02  2.672712e-03  5.432290e-04  8.140477e-04  4.832529e-04  3.695716e-05  6.686210e-05
 1.494231e-03 -5.499293e-04 -7.445356e-03 -8.501437e-03 -5.010437e-03 -1.313870e-03 -9.434931e-03  3.238606e-04  1.183077e-04  1.705982e-03
-1.948312e-02  1.228908e-02 -2.221396e-03  1.325019e-05  3.349383e-04 -1.755716e-03 
  MODE       5
-3.993729e-02 -6.100713e-03  9.969653e-04  3.987310e-02 -9.839607e-01  1.143419e-02  1.035484e-01  1.310821e-02 -2.228798e-01  1.859843e-02
 7.477359e-02 -6.203554e-02  2.120084e-02  4.178361e-02 -1.288947e-03 -2.174994e-02 -1.624406e-02 -8.899874e-02  6.748206e-01 -4.011196e-01
-7.568301e-03  9.606639e-03 -8.768471e-02 -3.400994e-01  2.081867e-02 -4.087048e-04 -4.527245e-04  3.380242e-01 -2.840797e-02  2.422310e-01
 6.013596e-02  9.515106e-02  3.374509e-02 -5.692917e-02 -2.372060e-01  6.610111e-02  1.603825e-01  7.475315e-01  2.275572e-01  1.183910e-02
 1.047069e-01  7.667220e-02  6.192157e-02 -7.942727e-01  7.227937e-03 -4.752409e-02  5.838896e-02  4.380590e-02 -2.354748e-03 -9.231491e-02
-7.502298e-02  2.533203e-01 -6.521439e-03  7.096858e-03 -1.956650e-02 -1.647386e-01 -3.883366e-01 -3.796754e-01  1.540980e-03  4.723530e-02
 1.416280e-02 -7.673367e-04  3.664403e-03  7.587943e-03  3.228751e-02 -8.110365e-03  9.533245e-02  4.015605e-03  1.060682e-01  1.943331e-01
-3.291597e-02 -2.172405e-02  4.554049e-02  8.842977e-03  5.657791e-05  1.609493e-03  1.834659e-03  2.524851e-04  7.938784e-05  3.708000e-04
-4.849345e-03  1.215795e-02 -3.320231e-03 -4.770321e-04 -9.421148e-04 -2.384351e-03 -4.407825e-03  1.552000e-04 -3.172382e-02  2.330527e-02
-2.891881e-03  3.324945e-02 -6.000517e-04 -4.715950e-04 -6.838179e-04  1.115818e-03  4.332891e-04 -5.346880e-04  5.718774e-03  3.690799e-03
 2.857683e-03  3.198007e-02  1.781914e-02 -1.998047e-02 -1.859254e-02  6.772927e-02  4.324666e-02  1.909608e-03  6.556881e-03 -7.194013e-03
 6.444581e-03  5.941759e-04  1.976024e-02  3.606385e-03  3.684125e-05  8.277317e-04  2.701231e-03 -4.368399e-02  2.917102e-02  1.087601e-02
-1.165151e-02  6.650665e-04  8.649376e-04 -3.947388e-03  1.520691e-03  7.789261e-04 -1.856468e-03 -8.181948e-04 -3.734276e-02 -2.935282e-02
-4.534026e-04 -1.232151e-02 -5.821751e-05 -7.173757e-03 -1.501259e-03 -7.680926e-06  2.484758e-03 -7.814708e-05  2.342681e-04 -1.229077e-06
 9.252369e-03 -4.866090e-03  1.075030e-04  2.641569e-04  4.656840e-04 -3.000791e-03  1.832227e-04  1.035462e-04 -5.089290e-06  3.547782e-03
 1.391916e-03 -1.244338e-03  2.543260e-04 -3.339255e-05 -4.222951e-05  1.819509e-04 
  MODE       6
-6.028516e-02 -1.894329e-02  1.452524e-02  8.855832e-03  3.245305e-02 -7.450578e-01  1.252155e-01  1.647863e-01 -3.041935e-01  1.400406e-01
 1.603816e-01 -1.955240e-01  5.569197e-02  8.863036e-02 -3.972257e-03 -4.596729e-01 -3.540242e-02 -8.591147e-01  8.947688e-01 -5.607650e-01
-2.610660e-02  3.058796e-02  3.060896e-01 -9.350919e-01  3.449450e-02  3.939952e-03  7.095298e-03  3.253611e-01 -8.268738e-02  2.823619e-01
 7.318532e-02  1.000000e+00  7.368811e-02 -1.855316e-01 -5.014721e-01  5.539038e-01  5.227029e-01  1.000000e+00  9.870437e-01 -9.078664e-01
 1.958165e-01  2.522819e-01  1.350134e-01 -9.377050e-01  2.222030e-02 -2.100929e-01  1.289245e-01  1.408491e-01 -8.024630e-03 -1.656298e-01
 1.681216e-01  5.602530e-01 -2.578886e-02  1.011814e-01 -2.451908e-02 -1.986642e-01 -3.253028e-01 -1.000000e+00  6.586133e-03  5.113307e-02
 4.702758e-02 -7.012330e-03  5.371504e-03  9.022064e-02  4.347444e-02 -9.278175e-02  1.271404e-01  5.928249e-02  4.251501e-01  2.567284e-01
-3.350338e-02 -7.324414e-02  6.240514e-02  1.151558e-02  1.084295e-03  2.404076e-03  2.402809e-02  1.209846e-03  1.817406e-03  1.119746e-03
-1.901865e-02  2.110255e-02 -1.083206e-02 -1.541150e-03 -3.199193e-03 -5.172011e-03 -1.412637e-02  4.588187e-04 -7.166470e-02  7.695043e-02
 1.038520e-02  1.143123e-03 -2.319024e-03 -1.500903e-03 -1.600958e-03  3.619204e-03  6.824072e-03 -1.666628e-03  9.072801e-03  1.214197e-02
 9.922361e-03 -2.180217e-03  1.308258e-02  8.181951e-03 -6.099516e-02  1.470890e-01  1.471275e-01 -3.819816e-03  2.146716e-02 -1.889703e-02
 2.069651e-02  1.482259e-03  2.805349e-02  1.162750e-02  5.525330e-03  2.695447e-03  9.357145e-03 -9.401047e-02  9.853798e-02 -4.202941e-03
-1.190227e-02  2.351110e-03  3.012051e-03 -8.183193e-04  4.732313e-03 -1.566694e-03 -5.805649e-03 -2.785604e-03 -8.066917e-02 -9.696384e-02
-3.324877e-04 -3.215772e-03 -3.290601e-04 -2.252285e-03 -4.322793e-04  8.518790e-05 -2.156607e-04 -1.718753e-04 -3.099005e-06 -1.009682e-05
-3.183974e-04  1.071228e-04  3.401102e-04  1.578206e-03  1.601086e-03  3.485165e-04  4.558088e-04 -8.986521e-05 -8.151188e-06 -4.091345e-04
 4.029915e-03 -3.712260e-03  5.469711e-04 -7.334655e-06 -8.084492e-05  3.736175e-04 
  MODE       7
-1.000000e+00 -6.708856e-01 -2.015056e-01  1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  2.509938e-01
 1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -1.508239e-01  1.000000e+00 -1.000000e+00 -7.525400e-02  1.000000e+00 -1.000000e+00
-8.303415e-01  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.242499e-01 -2.297878e-01  1.000000e+00 -1.000000e+00  1.000000e+00
 1.000000e+00 -1.000000e+00  1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00  1.000000e+00
 1.000000e+00  1.000000e+00  1.000000e+00 -1.000000e+00  8.368549e-01 -1.000000e+00  1.000000e+00  1.000000e+00 -2.589571e-01 -1.000000e+00
-1.000000e+00  1.000000e+00 -5.322645e-01 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00  1.451306e-01  1.000000e+00
 1.000000e+00 -5.299493e-04  5.426003e-01 -2.125479e-01  1.000000e+00  1.952772e-01  1.000000e+00 -9.315038e-02  1.000000e+00  1.000000e+00
-1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -2.270073e-02  2.333549e-01 -4.480366e-02 -1.759004e-02  1.167604e-01  4.361343e-02
-4.920438e-01  1.000000e+00 -7.021107e-01 -5.382252e-02 -1.053200e-01 -3.353617e-01 -5.025244e-01  1.999779e-02 -1.000000e+00  1.000000e+00
 6.526932e-01  8.155681e-02 -6.173510e-02 -5.384241e-02 -1.022223e-01  1.274970e-01  4.371577e-01 -6.231947e-02  5.782465e-01  4.182142e-01
 3.138683e-01 -9.724174e-02  8.619584e-01  5.461172e-01 -1.000000e+00  1.000000e+00  1.000000e+00 -1.913772e-01  7.406440e-01 -1.000000e+00
 7.387110e-01  7.700499e-02  1.000000e+00  4.097410e-01  3.354783e-01  9.362301e-02  2.967906e-01 -1.000000e+00  1.000000e+00 -3.176560e-01
-7.001850e-01  7.399731e-02  9.433939e-02 -5.969387e-02  1.776985e-01 -1.061520e-01 -2.149375e-01 -9.016795e-02 -1.000000e+00 -1.000000e+00
-1.188756e-02 -1.980519e-01 -3.660867e-03 -1.385286e-01 -3.310839e-02  7.244698e-03 -9.847340e-03 -1.001533e-02 -4.819458e-04 -1.935976e-04
-1.873645e-02  6.927631e-03  1.221093e-02  1.088339e-01  4.914551e-02  1.589123e-02  2.263966e-02 -3.889405e-03 -5.247751e-04 -2.103722e-02
 2.455260e-01 -1.384062e-01  3.259388e-02 -1.001764e-04 -5.488961e-03  2.358334e-02 
  MODE       8
-1.020323e-01 -3.100992e-02 -9.530705e-03  2.843549e-02  5.751926e-02  3.240397e-01  2.162782e-01  1.000000e+00 -5.315204e-01  2.840142e-01
 2.791149e-01 -3.369564e-01  9.805056e-02  1.537845e-01 -6.842720e-03 -6.794514e-01 -6.121869e-02 -1.000000e+00  1.000000e+00 -9.783646e-01
-4.475692e-02  5.240166e-02  6.237771e-01 -1.000000e+00  5.836434e-02  6.981998e-03  1.397049e-02  5.654609e-01 -1.436999e-01  4.920516e-01
 1.275066e-01  1.000000e+00  1.292235e-01 -3.197841e-01 -8.751041e-01  9.296668e-01  9.005100e-01  1.000000e+00  1.000000e+00 -1.000000e+00
 3.403711e-01  4.342721e-01  2.344852e-01 -1.000000e+00  3.826421e-02 -3.665791e-01  2.242736e-01  2.426508e-01 -1.377942e-02 -2.869684e-01
 2.816622e-01  9.692599e-01 -5.511075e-02  1.515518e-01 -4.339537e-02 -3.451122e-01 -5.527318e-01 -1.000000e+00  1.132601e-02  8.818544e-02
 8.089748e-02 -1.266404e-02  9.386515e-03  1.354564e-01  7.465498e-02 -1.441648e-01  2.214175e-01  8.329945e-02  7.599899e-01  4.448915e-01
-5.749065e-02 -1.259983e-01  1.086300e-01  1.985110e-02  3.748943e-03  4.505755e-03  3.346766e-02  1.646153e-03  3.109051e-03  1.936832e-03
-4.114399e-02  3.683891e-02 -1.856556e-02 -2.661689e-03 -5.398994e-03 -8.842136e-03 -2.442635e-02  8.447979e-04 -1.255776e-01  1.328531e-01
 1.749770e-02  1.955520e-03 -3.899926e-03 -2.589599e-03 -2.781950e-03  6.204032e-03  1.169467e-02 -2.857072e-03  1.546024e-02  2.066801e-02
 1.684975e-02 -3.338797e-03  2.215324e-02  1.396683e-02 -1.049045e-01  2.578134e-01  2.536955e-01 -5.870389e-03  3.698216e-02 -3.314579e-02
 3.553021e-02  2.579289e-03  4.748516e-02  2.006665e-02  9.652140e-03  4.732486e-03  1.592578e-02 -1.642901e-01  1.697308e-01 -7.318817e-03
-1.965027e-02  3.883056e-03  5.089841e-03 -1.304189e-03  8.144440e-03 -2.840117e-03 -1.010629e-02 -4.780874e-03 -1.417095e-01 -1.674455e-01
-6.600085e-04 -5.337124e-03 -5.550335e-04 -3.832631e-03 -8.426113e-04  1.893683e-04 -4.774754e-04 -3.610418e-04 -4.238191e-06 -1.771554e-05
-6.304065e-04  2.230205e-04  5.986856e-04  2.720036e-03  2.724898e-03  7.723988e-04  8.960967e-04 -1.861816e-04 -1.190792e-05 -8.589827e-04
 7.484102e-03 -6.703009e-03  1.150462e-03 -3.031309e-05 -1.863854e-04  8.108025e-04 
  MODE       9
 1.000000e+00  1.547897e-01  4.899459e-02 -4.688855e-01 -4.863104e-01  4.870234e-01 -1.000000e+00  3.345122e-01  1.000000e+00 -5.764419e-02
-1.000000e+00  1.000000e+00 -7.237522e-01 -1.000000e+00  3.489921e-02 -1.000000e+00  5.708642e-01  1.255326e-02 -1.000000e+00  1.000000e+00
 1.916947e-01 -4.870154e-01  1.000000e+00  1.000000e+00 -5.861310e-01  2.517467e-02  5.244782e-02 -1.000000e+00  7.851860e-01 -1.000000e+00
-1.000000e+00  1.000000e+00 -1.000000e+00  1.000000e+00  1.000000e+00 -3.724898e-01 -1.000000e+00 -1.000000e+00 -1.000000e+00 -1.000000e+00
-1.000000e+00 -1.000000e+00 -1.000000e+00  1.000000e+00 -1.933660e-01  1.000000e+00 -1.000000e+00 -1.000000e+00  5.980411e-02  1.000000e+00
 1.000000e+00 -1.000000e+00  1.228559e-01  2.388987e-01  6.965937e-01  1.000000e+00  1.000000e+00  1.000000e+00 -3.348901e-02 -7.727030e-01
-3.664789e-01  9.954730e-05 -1.259378e-01  4.945708e-02 -6.544356e-01 -4.560742e-02 -1.000000e+00  2.179413e-02 -1.000000e+00 -1.000000e+00
 5.019900e-01  5.570749e-01 -1.000000e+00 -3.035549e-01  5.322266e-03 -5.438777e-02  1.044605e-02  4.090801e-03 -2.696634e-02 -1.006711e-02
 1.136432e-01 -4.110206e-01  1.621513e-01  1.241648e-02  2.427914e-02  7.744847e-02  1.160014e-01 -4.643963e-03  1.000000e+00 -6.056598e-01
-1.507324e-01 -1.882344e-02  1.423589e-02  1.243557e-02  2.361194e-02 -2.940809e-02 -1.009582e-01  1.438629e-02 -1.335402e-01 -9.643699e-02
-7.236784e-02  2.245698e-02 -1.990520e-01 -1.261135e-01  4.852148e-01 -1.000000e+00 -1.000000e+00  4.416119e-02 -1.710652e-01  2.896457e-01
-1.704076e-01 -1.778263e-02 -4.079725e-01 -9.450153e-02 -7.748777e-02 -2.168488e-02 -6.851824e-02  1.000000e+00 -7.477175e-01  7.334462e-02
 1.616843e-01 -1.704157e-02 -2.172044e-02  1.379085e-02 -4.102848e-02  2.452390e-02  4.962924e-02  2.079768e-02  1.000000e+00  7.718270e-01
 2.751008e-03  4.574021e-02  8.188116e-04  3.199168e-02  7.651200e-03 -1.689011e-03  2.288756e-03  2.327960e-03  1.109746e-04  4.483258e-05
 4.338842e-03 -1.606839e-03 -2.825486e-03 -2.513178e-02 -1.134606e-02 -3.692551e-03 -5.255249e-03  9.032594e-04  1.190516e-04  4.878495e-03
-5.676800e-02  3.205477e-02 -7.577881e-03  2.539558e-05  1.278953e-03 -5.486243e-03 
  MODE      10
 4.062337e-03  5.769280e-04  2.348055e-04 -1.143982e-03 -6.923810e-03 -8.572500e-04 -1.031063e-02 -7.866374e-04  2.197309e-02 -2.891942e-03
 9.963489e-01  5.976839e-03 -2.184508e-03 -2.279604e-02  9.462837e-05  1.614203e-03  4.952830e-03  8.138406e-03 -6.688100e-02  3.973632e-02
 7.414181e-04 -4.921315e-03  8.968372e-03  3.324206e-02 -7.297080e-03  4.376730e-05  5.237332e-05 -3.364555e-02  2.759451e-03 -2.398819e-02
-5.981101e-03 -8.201566e-03 -2.098317e-03  5.497287e-03  2.315404e-02 -6.181873e-03 -1.557145e-02 -7.366676e-02 -2.189305e-02 -1.918382e-03
-1.278221e-02 -7.436519e-03 -1.631832e-02  7.877386e-02 -7.015868e-04  4.567477e-03 -6.213999e-03 -4.248733e-03  2.282587e-04  1.830314e-02
 7.655477e-03 -2.485062e-02  6.583442e-04 -6.148204e-04  1.944670e-03  1.632906e-02  3.855155e-02  3.698886e-02 -1.664331e-04  8.171060e-04
-1.369889e-03  7.654600e-05 -3.658833e-04 -6.815312e-04 -6.090414e-03  7.358836e-04 -9.428144e-03 -3.560958e-04 -1.024274e-02 -1.921199e-02
 2.284231e-03  2.107816e-03 -4.506949e-03 -8.748745e-04 -5.621394e-06 -1.615734e-04 -1.675165e-04 -3.753528e-06 -2.123613e-03 -3.317800e-05
 4.687612e-04 -1.197595e-03  1.189843e-02  4.524741e-05  9.111158e-05  6.334016e-03  4.274420e-04 -2.084851e-05  3.701207e-03 -2.266017e-03
-1.829812e-04  1.556405e-02  6.031696e-05  4.364018e-05  2.013661e-04 -1.093575e-04 -8.537304e-03  5.111934e-05 -7.678696e-03 -3.563225e-04
-2.785236e-04  1.727172e-02  7.260684e-03 -2.313134e-02  1.811656e-03 -9.256511e-03 -4.187479e-03  1.064047e-02 -6.360062e-04  4.294159e-04
-6.295850e-04 -6.714154e-05 -6.163817e-03 -3.426148e-04  5.007796e-03 -8.338696e-05 -2.624765e-04  5.870429e-03 -2.829518e-03 -1.932697e-03
 9.023388e-03 -6.425135e-05 -8.208041e-05  7.845873e-04 -1.509103e-04 -9.427320e-04  1.819293e-04  7.822922e-05  4.520977e-03  2.900368e-03
 1.741985e-04 -6.767758e-03  8.320492e-06 -4.573222e-03 -2.434926e-04 -2.547641e-06  2.068220e-03  8.479318e-06  2.021660e-04  4.337691e-07
